Report Number,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,,,,
33015,Kolkata,264,KIDNAPPING,35,M,Knife,Other Crime,15,No,,,,
33016,Jaipur,198,VANDALISM,65,F,Poison,Other Crime,14,Yes,,,,
33017,Thane,183,EXTORTION,63,M,Poison,Other Crime,10,No,,,,
33018,Delhi,230,ASSAULT,11,M,Poison,Violent Crime,17,No,,,,
33019,Mumbai,303,FRAUD,73,M,Poison,Other Crime,19,Yes,,,,
33020,Lucknow,507,SEXUAL ASSAULT,55,F,None,Violent Crime,8,Yes,,,,
33021,Mumbai,437,HOMICIDE,37,F,Blunt Object,Other Crime,12,Yes,,,,
33022,Mumbai,341,ASSAULT,76,F,Explosives,Violent Crime,13,No,,,,
33023,Pune,440,SHOPLIFTING,61,F,Poison,Other Crime,3,Yes,,,,
33024,Bangalore,301,FRAUD,50,F,Other,Other Crime,3,Yes,,,,
33025,Faridabad,448,ASSAULT,51,F,Other,Violent Crime,16,Yes,,,,
33026,Pune,300,KIDNAPPING,20,F,Poison,Other Crime,5,No,,,,
33027,Meerut,405,VEHICLE - STOLEN,58,F,Knife,Violent Crime,19,Yes,,,,
33028,Jaipur,391,FIREARM OFFENSE,44,M,Poison,Fire Accident,2,Yes,,,,
33029,Chennai,171,EXTORTION,10,F,Explosives,Other Crime,12,No,,,,
33030,Bhopal,432,DOMESTIC VIOLENCE,53,M,Explosives,Violent Crime,18,No,,,,
33031,Chennai,259,SEXUAL ASSAULT,42,F,None,Violent Crime,17,No,,,,
33032,Hyderabad,299,IDENTITY THEFT,62,F,Knife,Violent Crime,2,Yes,,,,
33033,Delhi,342,DOMESTIC VIOLENCE,78,F,Poison,Violent Crime,18,Yes,,,,
33034,Pune,103,DOMESTIC VIOLENCE,45,M,Firearm,Violent Crime,15,Yes,,,,
33035,Kanpur,555,DRUG OFFENSE,51,F,Blunt Object,Other Crime,17,No,,,,
33036,Jaipur,431,BURGLARY,46,M,Blunt Object,Other Crime,9,No,,,,
33037,Lucknow,160,IDENTITY THEFT,21,F,Blunt Object,Violent Crime,10,No,,,,
33038,Delhi,455,KIDNAPPING,54,F,Firearm,Other Crime,17,No,,,,
33039,Delhi,357,ROBBERY,31,M,Knife,Violent Crime,1,Yes,,,,
33040,Ghaziabad,228,KIDNAPPING,64,M,Poison,Other Crime,8,No,,,,
33041,Nagpur,383,ARSON,21,F,Firearm,Fire Accident,8,Yes,,,,
33042,Delhi,270,COUNTERFEITING,73,F,Explosives,Other Crime,8,Yes,,,,
33043,Chennai,585,ROBBERY,50,F,Other,Violent Crime,12,Yes,,,,
33044,Hyderabad,319,VANDALISM,46,F,Poison,Other Crime,9,Yes,,,,
33045,Thane,473,VEHICLE - STOLEN,38,F,Explosives,Violent Crime,16,No,,,,
33046,Delhi,437,DRUG OFFENSE,13,F,None,Other Crime,15,Yes,,,,
33047,Pune,444,VEHICLE - STOLEN,51,F,Explosives,Violent Crime,12,No,,,,
33048,Ludhiana,551,COUNTERFEITING,19,F,Poison,Other Crime,18,Yes,,,,
33049,Bangalore,437,ROBBERY,28,F,Poison,Violent Crime,3,No,,,,
33050,Chennai,426,ILLEGAL POSSESSION,57,M,None,Other Crime,17,Yes,,,,
33051,Mumbai,531,ASSAULT,64,F,Explosives,Violent Crime,2,Yes,,,,
33052,Delhi,386,DOMESTIC VIOLENCE,44,F,Firearm,Violent Crime,6,No,,,,
33053,Jaipur,239,SHOPLIFTING,25,F,None,Other Crime,19,Yes,,,,
33054,Pune,497,COUNTERFEITING,67,F,None,Other Crime,19,No,,,,
33055,Bhopal,307,FIREARM OFFENSE,40,F,Other,Fire Accident,18,No,,,,
33056,Kolkata,542,SEXUAL ASSAULT,53,M,None,Violent Crime,18,No,,,,
33057,Bhopal,466,TRAFFIC VIOLATION,37,F,Knife,Traffic Fatality,4,Yes,,,,
33058,Nagpur,124,ASSAULT,15,F,Poison,Violent Crime,1,No,,,,
33059,Kolkata,311,ASSAULT,21,M,Explosives,Violent Crime,18,Yes,,,,
33060,Bangalore,568,COUNTERFEITING,11,F,Poison,Other Crime,19,Yes,,,,
33061,Kolkata,317,DRUG OFFENSE,78,F,Other,Other Crime,7,No,,,,
33062,Lucknow,300,TRAFFIC VIOLATION,66,F,Knife,Traffic Fatality,13,No,,,,
33063,Indore,448,KIDNAPPING,16,F,Blunt Object,Other Crime,15,No,,,,
33064,Mumbai,269,ROBBERY,51,F,Firearm,Violent Crime,15,Yes,,,,
33065,Thane,345,FIREARM OFFENSE,63,M,Other,Fire Accident,18,No,,,,
33066,Hyderabad,387,IDENTITY THEFT,10,F,Explosives,Violent Crime,5,No,,,,
33067,Kolkata,169,ROBBERY,53,F,Other,Violent Crime,16,Yes,,,,
33068,Delhi,222,DOMESTIC VIOLENCE,24,M,Explosives,Violent Crime,12,No,,,,
33069,Lucknow,145,PUBLIC INTOXICATION,76,M,Other,Other Crime,2,No,,,,
33070,Chennai,291,FRAUD,29,F,None,Other Crime,15,No,,,,
33071,Jaipur,506,ASSAULT,39,F,Knife,Violent Crime,14,Yes,,,,
33072,Ahmedabad,351,ARSON,61,M,Other,Fire Accident,9,Yes,,,,
33073,Agra,543,IDENTITY THEFT,54,F,None,Violent Crime,7,No,,,,
33074,Jaipur,577,HOMICIDE,79,F,Explosives,Other Crime,14,No,,,,
33075,Bangalore,122,VEHICLE - STOLEN,58,F,Poison,Violent Crime,19,Yes,,,,
33076,Kolkata,552,PUBLIC INTOXICATION,32,F,None,Other Crime,6,Yes,,,,
33077,Chennai,415,ASSAULT,25,F,None,Violent Crime,3,No,,,,
33078,Ahmedabad,185,IDENTITY THEFT,49,M,Explosives,Violent Crime,4,No,,,,
33079,Nashik,404,FRAUD,65,F,Other,Other Crime,6,No,,,,
33080,Jaipur,473,DOMESTIC VIOLENCE,43,F,Blunt Object,Violent Crime,7,No,,,,
33081,Bangalore,340,PUBLIC INTOXICATION,61,F,Explosives,Other Crime,17,No,,,,
33082,Visakhapatnam,406,FIREARM OFFENSE,59,F,Blunt Object,Fire Accident,19,No,,,,
33083,Kolkata,535,COUNTERFEITING,70,M,Poison,Other Crime,8,Yes,,,,
33084,Thane,471,BURGLARY,23,F,Blunt Object,Other Crime,14,No,,,,
33085,Pune,271,PUBLIC INTOXICATION,76,F,Knife,Other Crime,14,No,,,,
33086,Delhi,260,FIREARM OFFENSE,52,F,Poison,Fire Accident,11,No,,,,
33087,Varanasi,309,ASSAULT,32,M,Other,Violent Crime,14,No,,,,
33088,Chennai,102,FRAUD,71,F,Poison,Other Crime,13,No,,,,
33089,Lucknow,138,VEHICLE - STOLEN,25,F,None,Violent Crime,9,Yes,,,,
33090,Delhi,211,DRUG OFFENSE,20,F,Explosives,Other Crime,4,No,,,,
33091,Delhi,345,ILLEGAL POSSESSION,59,F,Firearm,Other Crime,9,Yes,,,,
33092,Jaipur,372,DOMESTIC VIOLENCE,62,F,Poison,Violent Crime,15,No,,,,
33093,Nagpur,358,VEHICLE - STOLEN,24,M,None,Violent Crime,9,No,,,,
33094,Ludhiana,367,HOMICIDE,62,F,Explosives,Other Crime,13,No,,,,
33095,Lucknow,286,BURGLARY,27,M,None,Other Crime,17,No,,,,
33096,Chennai,257,SEXUAL ASSAULT,59,F,Explosives,Violent Crime,14,Yes,,,,
33097,Kanpur,512,DRUG OFFENSE,70,M,Other,Other Crime,3,Yes,,,,
33098,Mumbai,519,VANDALISM,44,F,None,Other Crime,18,No,,,,
33099,Pune,441,FIREARM OFFENSE,56,M,Knife,Fire Accident,11,Yes,,,,
33100,Bangalore,448,BURGLARY,75,F,Firearm,Other Crime,8,No,,,,
33101,Bangalore,161,HOMICIDE,74,F,Other,Other Crime,6,Yes,,,,
33102,Nagpur,254,SEXUAL ASSAULT,75,M,Poison,Violent Crime,9,Yes,,,,
33103,Ghaziabad,387,BURGLARY,31,F,Blunt Object,Other Crime,15,No,,,,
33104,Pune,310,TRAFFIC VIOLATION,15,M,Poison,Traffic Fatality,4,No,,,,
33105,Nashik,194,CYBERCRIME,11,F,Other,Other Crime,18,Yes,,,,
33106,Delhi,204,ARSON,34,F,Poison,Fire Accident,5,No,,,,
33107,Lucknow,522,COUNTERFEITING,35,F,Poison,Other Crime,9,Yes,,,,
33108,Mumbai,467,ARSON,14,F,Explosives,Fire Accident,4,No,,,,
33109,Hyderabad,294,PUBLIC INTOXICATION,14,F,Knife,Other Crime,3,No,,,,
33110,Delhi,157,FRAUD,14,F,Explosives,Other Crime,3,Yes,,,,
33111,Kolkata,298,ROBBERY,34,M,None,Violent Crime,16,Yes,,,,
33112,Srinagar,425,ASSAULT,38,F,Explosives,Violent Crime,17,Yes,,,,
33113,Bangalore,370,DRUG OFFENSE,50,F,Blunt Object,Other Crime,6,No,,,,
33114,Delhi,525,PUBLIC INTOXICATION,77,F,Blunt Object,Other Crime,9,No,,,,
33115,Surat,443,EXTORTION,72,F,None,Other Crime,14,Yes,,,,
33116,Agra,400,CYBERCRIME,20,M,Blunt Object,Other Crime,5,Yes,,,,
33117,Kanpur,102,FIREARM OFFENSE,40,F,None,Fire Accident,6,Yes,,,,
33118,Thane,443,SHOPLIFTING,69,F,Other,Other Crime,6,No,,,,
33119,Kanpur,341,PUBLIC INTOXICATION,36,F,Other,Other Crime,11,Yes,,,,
33120,Nashik,415,CYBERCRIME,77,F,None,Other Crime,18,No,,,,
33121,Mumbai,388,SEXUAL ASSAULT,61,F,None,Violent Crime,2,No,,,,
33122,Kolkata,178,ARSON,32,F,Explosives,Fire Accident,11,Yes,,,,
33123,Nagpur,543,ASSAULT,19,F,Knife,Violent Crime,4,No,,,,
33124,Delhi,157,ARSON,50,F,None,Fire Accident,14,Yes,,,,
33125,Mumbai,498,FRAUD,18,F,Knife,Other Crime,15,Yes,,,,
33126,Kanpur,478,ASSAULT,17,F,None,Violent Crime,19,No,,,,
33127,Meerut,518,HOMICIDE,60,M,Poison,Other Crime,11,No,,,,
33128,Surat,341,BURGLARY,71,M,Poison,Other Crime,5,Yes,,,,
33129,Srinagar,417,ASSAULT,76,F,None,Violent Crime,16,Yes,,,,
33130,Hyderabad,197,DRUG OFFENSE,20,F,Firearm,Other Crime,8,Yes,,,,
33131,Chennai,476,ILLEGAL POSSESSION,62,F,Blunt Object,Other Crime,9,No,,,,
33132,Mumbai,418,PUBLIC INTOXICATION,75,F,None,Other Crime,2,No,,,,
33133,Delhi,216,FRAUD,36,M,None,Other Crime,12,Yes,,,,
33134,Mumbai,359,KIDNAPPING,57,F,Firearm,Other Crime,3,Yes,,,,
33135,Jaipur,289,DOMESTIC VIOLENCE,77,M,Explosives,Violent Crime,1,No,,,,
33136,Agra,408,KIDNAPPING,73,F,Poison,Other Crime,6,Yes,,,,
33137,Thane,364,CYBERCRIME,31,M,Blunt Object,Other Crime,4,No,,,,
33138,Kolkata,496,VEHICLE - STOLEN,50,M,Blunt Object,Violent Crime,14,No,,,,
33139,Chennai,206,HOMICIDE,69,M,Blunt Object,Other Crime,1,Yes,,,,
33140,Hyderabad,197,VANDALISM,41,F,Other,Other Crime,8,No,,,,
33141,Chennai,501,ASSAULT,35,F,Blunt Object,Violent Crime,1,Yes,,,,
33142,Lucknow,562,SHOPLIFTING,70,F,Blunt Object,Other Crime,1,Yes,,,,
33143,Nagpur,171,VEHICLE - STOLEN,47,F,Blunt Object,Violent Crime,15,Yes,,,,
33144,Bhopal,109,ILLEGAL POSSESSION,39,F,None,Other Crime,10,No,,,,
33145,Jaipur,504,SEXUAL ASSAULT,19,F,Knife,Violent Crime,5,No,,,,
33146,Meerut,473,FRAUD,38,M,Other,Other Crime,7,No,,,,
33147,Delhi,476,EXTORTION,31,F,Explosives,Other Crime,1,Yes,,,,
33148,Bangalore,167,EXTORTION,56,M,Knife,Other Crime,6,Yes,,,,
33149,Bangalore,561,VANDALISM,68,M,Knife,Other Crime,18,Yes,,,,
33150,Thane,265,VANDALISM,46,F,Firearm,Other Crime,19,Yes,,,,
33151,Patna,591,ASSAULT,72,F,None,Violent Crime,13,Yes,,,,
33152,Ghaziabad,215,ASSAULT,42,F,Knife,Violent Crime,4,No,,,,
33153,Bangalore,352,COUNTERFEITING,32,F,Knife,Other Crime,5,No,,,,
33154,Jaipur,313,CYBERCRIME,58,F,Firearm,Other Crime,6,No,,,,
33155,Bhopal,416,ASSAULT,73,F,None,Violent Crime,19,No,,,,
33156,Kanpur,541,VEHICLE - STOLEN,18,F,Poison,Violent Crime,10,No,,,,
33157,Delhi,248,COUNTERFEITING,22,F,Other,Other Crime,18,Yes,,,,
33158,Pune,110,SHOPLIFTING,37,F,Poison,Other Crime,15,Yes,,,,
33159,Ghaziabad,178,VEHICLE - STOLEN,59,M,Blunt Object,Violent Crime,15,Yes,,,,
33160,Nagpur,378,BURGLARY,39,M,Explosives,Other Crime,2,Yes,,,,
33161,Bangalore,237,PUBLIC INTOXICATION,33,M,Firearm,Other Crime,9,No,,,,
33162,Srinagar,167,IDENTITY THEFT,13,F,Other,Violent Crime,16,No,,,,
33163,Bangalore,463,EXTORTION,47,F,Explosives,Other Crime,1,Yes,,,,
33164,Ahmedabad,400,ILLEGAL POSSESSION,26,M,Knife,Other Crime,4,Yes,,,,
33165,Patna,570,VANDALISM,20,M,Blunt Object,Other Crime,8,Yes,,,,
33166,Ludhiana,157,VANDALISM,73,F,None,Other Crime,17,Yes,,,,
33167,Lucknow,481,IDENTITY THEFT,28,F,Blunt Object,Violent Crime,4,Yes,,,,
33168,Kolkata,489,EXTORTION,14,F,Explosives,Other Crime,15,Yes,,,,
33169,Jaipur,220,CYBERCRIME,74,M,Explosives,Other Crime,7,Yes,,,,
33170,Bangalore,250,ARSON,62,M,Knife,Fire Accident,3,Yes,,,,
33171,Jaipur,246,CYBERCRIME,27,F,Other,Other Crime,15,No,,,,
33172,Lucknow,523,DRUG OFFENSE,37,F,Other,Other Crime,7,No,,,,
33173,Lucknow,274,PUBLIC INTOXICATION,46,M,Explosives,Other Crime,10,No,,,,
33174,Delhi,594,ILLEGAL POSSESSION,16,F,Blunt Object,Other Crime,11,No,,,,
33175,Pune,232,BURGLARY,33,M,Poison,Other Crime,16,No,,,,
33176,Lucknow,405,KIDNAPPING,27,F,Knife,Other Crime,17,Yes,,,,
33177,Bangalore,493,EXTORTION,13,F,Blunt Object,Other Crime,13,No,,,,
33178,Delhi,123,ROBBERY,43,F,Blunt Object,Violent Crime,9,Yes,,,,
33179,Surat,242,FIREARM OFFENSE,13,F,Firearm,Fire Accident,5,No,,,,
33180,Mumbai,549,ILLEGAL POSSESSION,40,M,Poison,Other Crime,3,Yes,,,,
33181,Delhi,480,TRAFFIC VIOLATION,23,M,Firearm,Traffic Fatality,6,No,,,,
33182,Srinagar,191,PUBLIC INTOXICATION,76,F,Explosives,Other Crime,13,Yes,,,,
33183,Lucknow,261,SHOPLIFTING,51,F,Knife,Other Crime,4,Yes,,,,
33184,Surat,213,TRAFFIC VIOLATION,35,F,Explosives,Traffic Fatality,13,No,,,,
33185,Nagpur,353,ARSON,28,M,Other,Fire Accident,10,No,,,,
33186,Ahmedabad,203,ARSON,61,F,Explosives,Fire Accident,16,Yes,,,,
33187,Pune,111,ARSON,13,F,Explosives,Fire Accident,8,Yes,,,,
33188,Bangalore,154,SEXUAL ASSAULT,68,F,Firearm,Violent Crime,16,No,,,,
33189,Nashik,371,EXTORTION,57,F,Firearm,Other Crime,13,Yes,,,,
33190,Surat,130,VANDALISM,10,F,Knife,Other Crime,13,Yes,,,,
33191,Lucknow,158,BURGLARY,64,M,Other,Other Crime,2,Yes,,,,
33192,Vasai,429,IDENTITY THEFT,15,F,Other,Violent Crime,19,No,,,,
33193,Nagpur,429,PUBLIC INTOXICATION,52,F,Knife,Other Crime,18,Yes,,,,
33194,Mumbai,536,DOMESTIC VIOLENCE,31,F,Blunt Object,Violent Crime,12,Yes,,,,
33195,Bangalore,338,TRAFFIC VIOLATION,32,F,Firearm,Traffic Fatality,6,Yes,,,,
33196,Srinagar,533,ARSON,24,F,Blunt Object,Fire Accident,16,Yes,,,,
33197,Surat,351,DRUG OFFENSE,37,F,Explosives,Other Crime,8,Yes,,,,
33198,Patna,116,CYBERCRIME,30,F,Knife,Other Crime,6,Yes,,,,
33199,Delhi,194,VANDALISM,18,F,Explosives,Other Crime,9,Yes,,,,
33200,Kanpur,206,ILLEGAL POSSESSION,18,F,Explosives,Other Crime,13,No,,,,
33201,Agra,383,IDENTITY THEFT,63,F,Firearm,Violent Crime,15,Yes,,,,
33202,Kolkata,133,VANDALISM,40,F,Blunt Object,Other Crime,12,Yes,,,,
33203,Mumbai,248,VANDALISM,54,F,Poison,Other Crime,16,No,,,,
33204,Kanpur,293,TRAFFIC VIOLATION,77,F,Explosives,Traffic Fatality,14,Yes,,,,
33205,Mumbai,187,VEHICLE - STOLEN,36,F,Knife,Violent Crime,5,Yes,,,,
33206,Bangalore,469,ILLEGAL POSSESSION,25,F,Poison,Other Crime,7,Yes,,,,
33207,Jaipur,454,VANDALISM,57,F,None,Other Crime,14,Yes,,,,
33208,Lucknow,452,HOMICIDE,39,F,Knife,Other Crime,11,Yes,,,,
33209,Ghaziabad,396,CYBERCRIME,24,M,Firearm,Other Crime,7,No,,,,
33210,Chennai,460,ARSON,24,F,Explosives,Fire Accident,7,No,,,,
33211,Hyderabad,528,DRUG OFFENSE,37,M,Knife,Other Crime,8,No,,,,
33212,Lucknow,173,VANDALISM,48,M,Blunt Object,Other Crime,18,Yes,,,,
33213,Meerut,104,BURGLARY,11,M,None,Other Crime,15,Yes,,,,
33214,Delhi,254,IDENTITY THEFT,25,F,Firearm,Violent Crime,17,No,,,,
33215,Delhi,456,DRUG OFFENSE,11,F,Explosives,Other Crime,11,No,,,,
33216,Bangalore,508,ROBBERY,69,F,None,Violent Crime,11,Yes,,,,
33217,Agra,373,FRAUD,32,F,Other,Other Crime,17,No,,,,
33218,Chennai,409,DOMESTIC VIOLENCE,72,F,Poison,Violent Crime,1,Yes,,,,
33219,Mumbai,474,HOMICIDE,54,M,Poison,Other Crime,11,Yes,,,,
33220,Lucknow,227,TRAFFIC VIOLATION,46,F,Poison,Traffic Fatality,16,Yes,,,,
33221,Surat,105,IDENTITY THEFT,35,F,Firearm,Violent Crime,1,Yes,,,,
33222,Mumbai,363,DRUG OFFENSE,72,F,Poison,Other Crime,14,Yes,,,,
33223,Mumbai,548,VANDALISM,44,F,None,Other Crime,13,Yes,,,,
33224,Bhopal,503,COUNTERFEITING,69,F,None,Other Crime,16,Yes,,,,
33225,Kanpur,335,IDENTITY THEFT,36,F,Explosives,Violent Crime,5,Yes,,,,
33226,Mumbai,402,ROBBERY,53,F,None,Violent Crime,2,No,,,,
33227,Nagpur,263,ROBBERY,53,F,Poison,Violent Crime,10,No,,,,
33228,Lucknow,184,ASSAULT,22,M,Blunt Object,Violent Crime,4,No,,,,
33229,Mumbai,228,DRUG OFFENSE,31,F,Other,Other Crime,1,No,,,,
33230,Surat,300,EXTORTION,70,M,None,Other Crime,5,No,,,,
33231,Hyderabad,538,ASSAULT,34,F,None,Violent Crime,8,No,,,,
33232,Hyderabad,381,DRUG OFFENSE,42,M,Explosives,Other Crime,15,Yes,,,,
33233,Delhi,129,ARSON,41,M,Poison,Fire Accident,10,No,,,,
33234,Hyderabad,326,ILLEGAL POSSESSION,59,M,Blunt Object,Other Crime,7,Yes,,,,
33235,Delhi,323,DRUG OFFENSE,55,M,Poison,Other Crime,6,No,,,,
33236,Nashik,128,TRAFFIC VIOLATION,37,M,Knife,Traffic Fatality,18,No,,,,
33237,Kanpur,438,ROBBERY,73,M,Knife,Violent Crime,17,Yes,,,,
33238,Chennai,225,BURGLARY,46,F,Explosives,Other Crime,18,No,,,,
33239,Chennai,534,BURGLARY,14,F,Explosives,Other Crime,8,Yes,,,,
33240,Delhi,546,FIREARM OFFENSE,58,F,Explosives,Fire Accident,16,No,,,,
33241,Lucknow,346,KIDNAPPING,38,M,None,Other Crime,11,No,,,,
33242,Delhi,492,ASSAULT,30,F,None,Violent Crime,12,Yes,,,,
33243,Mumbai,520,KIDNAPPING,16,F,Knife,Other Crime,14,Yes,,,,
33244,Pune,112,VEHICLE - STOLEN,57,F,Firearm,Violent Crime,6,No,,,,
33245,Agra,158,ILLEGAL POSSESSION,51,F,Poison,Other Crime,4,No,,,,
33246,Kolkata,502,PUBLIC INTOXICATION,32,M,None,Other Crime,6,Yes,,,,
33247,Visakhapatnam,177,DOMESTIC VIOLENCE,44,F,Firearm,Violent Crime,5,Yes,,,,
33248,Hyderabad,539,COUNTERFEITING,27,F,Blunt Object,Other Crime,11,No,,,,
33249,Delhi,214,KIDNAPPING,38,F,None,Other Crime,18,No,,,,
33250,Indore,147,FIREARM OFFENSE,78,F,Explosives,Fire Accident,16,No,,,,
33251,Ahmedabad,507,EXTORTION,51,F,Poison,Other Crime,18,Yes,,,,
33252,Patna,111,ILLEGAL POSSESSION,70,M,Knife,Other Crime,13,Yes,,,,
33253,Nagpur,382,COUNTERFEITING,42,F,Firearm,Other Crime,11,No,,,,
33254,Bangalore,273,PUBLIC INTOXICATION,61,F,Knife,Other Crime,14,Yes,,,,
33255,Bangalore,273,DOMESTIC VIOLENCE,70,F,Blunt Object,Violent Crime,13,Yes,,,,
33256,Kolkata,255,COUNTERFEITING,75,F,Blunt Object,Other Crime,13,No,,,,
33257,Chennai,331,DOMESTIC VIOLENCE,54,M,Other,Violent Crime,12,No,,,,
33258,Surat,233,CYBERCRIME,57,F,Blunt Object,Other Crime,18,No,,,,
33259,Lucknow,122,DRUG OFFENSE,70,F,Blunt Object,Other Crime,2,Yes,,,,
33260,Bangalore,478,TRAFFIC VIOLATION,50,F,Firearm,Traffic Fatality,12,Yes,,,,
33261,Mumbai,237,KIDNAPPING,70,M,Firearm,Other Crime,18,No,,,,
33262,Delhi,104,FRAUD,32,F,Knife,Other Crime,5,Yes,,,,
33263,Ghaziabad,584,FRAUD,19,F,Other,Other Crime,14,Yes,,,,
33264,Hyderabad,433,ILLEGAL POSSESSION,13,F,Other,Other Crime,15,No,,,,
33265,Hyderabad,414,CYBERCRIME,72,F,Firearm,Other Crime,6,Yes,,,,
33266,Delhi,515,ASSAULT,10,F,None,Violent Crime,17,Yes,,,,
33267,Chennai,433,IDENTITY THEFT,43,F,Knife,Violent Crime,12,Yes,,,,
33268,Ghaziabad,442,SHOPLIFTING,27,M,Knife,Other Crime,15,No,,,,
33269,Bangalore,261,KIDNAPPING,26,M,Other,Other Crime,13,Yes,,,,
33270,Bangalore,511,BURGLARY,61,F,None,Other Crime,10,Yes,,,,
33271,Visakhapatnam,266,VANDALISM,54,F,Poison,Other Crime,13,Yes,,,,
33272,Bangalore,268,TRAFFIC VIOLATION,10,F,Explosives,Traffic Fatality,18,No,,,,
33273,Mumbai,228,FIREARM OFFENSE,77,F,Other,Fire Accident,12,No,,,,
33274,Chennai,381,PUBLIC INTOXICATION,71,M,Other,Other Crime,4,Yes,,,,
33275,Ludhiana,429,VEHICLE - STOLEN,62,M,Other,Violent Crime,13,No,,,,
33276,Ghaziabad,532,TRAFFIC VIOLATION,33,F,Other,Traffic Fatality,14,Yes,,,,
33277,Delhi,409,SHOPLIFTING,70,F,Firearm,Other Crime,19,No,,,,
33278,Hyderabad,378,HOMICIDE,73,F,None,Other Crime,14,Yes,,,,
33279,Thane,569,BURGLARY,29,F,Firearm,Other Crime,16,No,,,,
33280,Meerut,587,VEHICLE - STOLEN,78,F,Poison,Violent Crime,16,No,,,,
33281,Delhi,445,IDENTITY THEFT,13,M,Knife,Violent Crime,8,No,,,,
33282,Kolkata,536,ROBBERY,25,M,Knife,Violent Crime,2,Yes,,,,
33283,Hyderabad,415,FIREARM OFFENSE,47,F,Firearm,Fire Accident,6,No,,,,
33284,Delhi,326,HOMICIDE,48,F,Explosives,Other Crime,3,No,,,,
33285,Bhopal,190,IDENTITY THEFT,53,F,Firearm,Violent Crime,12,No,,,,
33286,Kanpur,501,DRUG OFFENSE,52,F,Poison,Other Crime,1,No,,,,
33287,Nagpur,209,DRUG OFFENSE,24,M,Blunt Object,Other Crime,11,Yes,,,,
33288,Surat,275,VANDALISM,40,F,Knife,Other Crime,11,Yes,,,,
33289,Indore,461,IDENTITY THEFT,72,F,Blunt Object,Violent Crime,3,Yes,,,,
33290,Kalyan,105,ILLEGAL POSSESSION,72,F,Other,Other Crime,6,Yes,,,,
33291,Mumbai,360,IDENTITY THEFT,29,F,Blunt Object,Violent Crime,8,Yes,,,,
33292,Visakhapatnam,333,DRUG OFFENSE,41,F,Blunt Object,Other Crime,8,No,,,,
33293,Chennai,385,DRUG OFFENSE,49,F,Poison,Other Crime,10,No,,,,
33294,Lucknow,266,PUBLIC INTOXICATION,55,F,Firearm,Other Crime,3,No,,,,
33295,Hyderabad,387,ARSON,11,M,Blunt Object,Fire Accident,3,No,,,,
33296,Patna,331,ASSAULT,58,M,Blunt Object,Violent Crime,10,Yes,,,,
33297,Hyderabad,157,ROBBERY,27,M,None,Violent Crime,16,Yes,,,,
33298,Ahmedabad,357,IDENTITY THEFT,61,F,Blunt Object,Violent Crime,3,Yes,,,,
33299,Kolkata,390,BURGLARY,11,F,None,Other Crime,9,Yes,,,,
33300,Delhi,150,FIREARM OFFENSE,49,F,Explosives,Fire Accident,3,No,,,,
33301,Delhi,250,SHOPLIFTING,64,M,Firearm,Other Crime,16,Yes,,,,
33302,Nashik,363,SHOPLIFTING,40,M,Other,Other Crime,2,Yes,,,,
33303,Varanasi,279,SEXUAL ASSAULT,72,F,Knife,Violent Crime,4,No,,,,
33304,Pune,463,SEXUAL ASSAULT,17,M,Explosives,Violent Crime,5,No,,,,
33305,Nagpur,242,SEXUAL ASSAULT,57,M,Knife,Violent Crime,6,Yes,,,,
33306,Ludhiana,436,SEXUAL ASSAULT,67,M,Poison,Violent Crime,3,No,,,,
33307,Delhi,522,CYBERCRIME,32,F,Other,Other Crime,13,Yes,,,,
33308,Mumbai,171,ILLEGAL POSSESSION,77,M,Other,Other Crime,14,No,,,,
33309,Mumbai,573,ASSAULT,37,F,Explosives,Violent Crime,18,No,,,,
33310,Mumbai,213,FIREARM OFFENSE,46,F,Blunt Object,Fire Accident,3,Yes,,,,
33311,Delhi,556,DOMESTIC VIOLENCE,75,M,Explosives,Violent Crime,2,No,,,,
33312,Bhopal,332,KIDNAPPING,53,M,Blunt Object,Other Crime,18,No,,,,
33313,Kolkata,558,ASSAULT,66,F,Blunt Object,Violent Crime,14,No,,,,
33314,Bangalore,104,CYBERCRIME,11,M,Blunt Object,Other Crime,1,Yes,,,,
33315,Ghaziabad,199,DOMESTIC VIOLENCE,61,M,Firearm,Violent Crime,18,Yes,,,,
33316,Agra,534,ARSON,74,M,Knife,Fire Accident,2,Yes,,,,
33317,Surat,238,ARSON,36,F,Blunt Object,Fire Accident,17,No,,,,
33318,Agra,544,DOMESTIC VIOLENCE,48,F,Poison,Violent Crime,13,No,,,,
33319,Kanpur,422,BURGLARY,51,F,Blunt Object,Other Crime,6,No,,,,
33320,Nagpur,274,DRUG OFFENSE,50,F,Knife,Other Crime,17,Yes,,,,
33321,Delhi,276,EXTORTION,32,M,None,Other Crime,5,Yes,,,,
33322,Hyderabad,303,EXTORTION,59,F,None,Other Crime,18,Yes,,,,
33323,Chennai,200,ARSON,24,F,Other,Fire Accident,19,Yes,,,,
33324,Kolkata,496,PUBLIC INTOXICATION,52,F,Explosives,Other Crime,7,No,,,,
33325,Delhi,547,ILLEGAL POSSESSION,73,M,None,Other Crime,7,No,,,,
33326,Chennai,535,ROBBERY,66,M,Blunt Object,Violent Crime,10,No,,,,
33327,Thane,159,TRAFFIC VIOLATION,56,M,Firearm,Traffic Fatality,14,Yes,,,,
